index	ID	EC	kcat	ORGANISM	PMID	kcat_new	correct reaction ID	comment	new	enzyme	correct kcat	UNIPROT_list	LITERATURE	checked	new enzyme	#UIDs	substrate_ID_list	product_ID_list
3277.0	10023.0	3.4.11.15	305.0	Pyrococcus furiosus	15743956.0	-	21206		False		305.0	['Q8TZW4']	722515.0	True	False	1	['InChI=1S/C10H20N4O4/c11-4-2-1-3-7(12)10(18)14-5-8(15)13-6-9(16)17/h7H,1-6,11-12H2,(H,13,15)(H,14,18)(H,16,17)/t7-/m0/s1', 'C00001']	['C00047', 'C02037']
3278.0	3775.0	1.4.3.23	0.664	Lentzea aerocolonigenes	15743957.0	0.663667	7614		False		0.663667	['Q8KHS0']	698569.0	True	False	1	['C19687', 'C00007']	['C19688', 'C01832']
3279.0	2832.0	1.18.1.4	498.0	Pyrococcus furiosus	15746356.0	-	5956		False		498.0	['Q8U1K9']	721334.0	True	False	1	['InChI=1S/C24H40N7O17P3S/c1-4-15(33)52-8-7-26-14(32)5-6-27-22(36)19(35)24(2,3)10-45-51(42,43)48-50(40,41)44-9-13-18(47-49(37,38)39)17(34)23(46-13)31-12-30-16-20(25)28-11-29-21(16)31/h11-13,17-19,23,34-35H,4-10H2,1-3H3,(H,26,32)(H,27,36)(H,40,41)(H,42,43)(H2,25,28,29)(H2,37,38,39)/t13-,17-,18-,19+,23-/m1/s1', 'C00004']	['InChI=1S/C24H24N2/c1-3-7-21(8-4-1)19-25-15-11-23(12-16-25)24-13-17-26(18-14-24)20-22-9-5-2-6-10-22/h1-18,23-24H,19-20H2', 'C00003', 'C00080']
3280.0	2833.0	1.18.1.4	258.0	Pyrococcus furiosus	15746356.0	-	5957		False		258.0	['Q8U1K9']	721334.0	True	False	1	['InChI=1S/C24H40N7O17P3S/c1-4-15(33)52-8-7-26-14(32)5-6-27-22(36)19(35)24(2,3)10-45-51(42,43)48-50(40,41)44-9-13-18(47-49(37,38)39)17(34)23(46-13)31-12-30-16-20(25)28-11-29-21(16)31/h11-13,17-19,23,34-35H,4-10H2,1-3H3,(H,26,32)(H,27,36)(H,40,41)(H,42,43)(H2,25,28,29)(H2,37,38,39)/t13-,17-,18-,19+,23-/m1/s1', 'C00005']	['InChI=1S/C24H24N2/c1-3-7-21(8-4-1)19-25-15-11-23(12-16-25)24-13-17-26(18-14-24)20-22-9-5-2-6-10-22/h1-18,23-24H,19-20H2', 'C00006', 'C00080']
3282.0	13538.0	4.4.1.21	0.03	Bacillus subtilis	15751951.0	-	29933		False		0.03	['O34667']	664096.0	True	False	1	['C03539']	['C00155', 'InChI=1S/C5H8O4/c1-3(7)5(9)4(8)2-6/h4,6,8H,2H2,1H3']
3283.0	13542.0	4.4.1.21	0.4	Vibrio harveyi	15751951.0	-	29933		False		0.4	['D0XAB1']	664096.0	True	True	1	['C03539']	['C00155', 'InChI=1S/C5H8O4/c1-3(7)5(9)4(8)2-6/h4,6,8H,2H2,1H3']
3285.0	8399.0	3.1.3.11	20.0	Escherichia coli	15767255.0	-	16832		False		20.0	['P00636']	665621.0	True	True	1	['C05378', 'C00001']	['C00085', 'InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)']
3287.0	11816.0	3.6.4.B7	0.017	Desulfurococcus amylolyticus	15774902.0	0.05333	27280		False		0.05333	['Q9Y8J4']	725237.0	True	False	1	['InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1', 'C00001']	['C00008', 'InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)']
3295.0	14166.0	5.5.1.6	37.4	Glycine max	15778463.0	-	31291		False		37.4	['Q53B70']	663135.0	True	True	1	['C09321']	['InChI=1S/C25H42O21/c26-6-1-39-22(17(33)11(6)27)44-8-3-41-24(19(35)13(8)29)46-10-5-42-25(20(36)15(10)31)45-9-4-40-23(18(34)14(9)30)43-7-2-38-21(37)16(32)12(7)28/h6-37H,1-5H2/t6-,7-,8-,9-,10-,11+,12+,13+,14+,15+,16-,17-,18-,19-,20-,21-,22+,23+,24+,25+/m1/s1']
3296.0	14167.0	5.5.1.6	59.9	Glycine max	15778463.0	-	31291		False		59.9	['Q93XE6']	663135.0	True	True	1	['C09321']	['InChI=1S/C25H42O21/c26-6-1-39-22(17(33)11(6)27)44-8-3-41-24(19(35)13(8)29)46-10-5-42-25(20(36)15(10)31)45-9-4-40-23(18(34)14(9)30)43-7-2-38-21(37)16(32)12(7)28/h6-37H,1-5H2/t6-,7-,8-,9-,10-,11+,12+,13+,14+,15+,16-,17-,18-,19-,20-,21-,22+,23+,24+,25+/m1/s1']
3298.0	11720.0	3.6.1.7	93.5	Pyrococcus horikoshii	15779887.0	-	27169		False		93.5	['P84142']	667658.0	True	False	1	['C06206', 'C00001']	['InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)', 'InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)']
3299.0	11725.0	3.6.1.7	467.0	Pyrococcus horikoshii	15779887.0	-	27169		False		467.0	['P84142']	667658.0	True	False	1	['C06206', 'C00001']	['InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)', 'InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)']
3300.0	11727.0	3.6.1.7	10000.0	Pyrococcus horikoshii	15779887.0	-	27169		False		10000.0	['P84142']	667658.0	True	False	1	['C06206', 'C00001']	['InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)', 'InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)']
3301.0	11723.0	3.6.1.7	275.0	Pyrococcus horikoshii	15779887.0	-	27169		False		275.0	['P84142']	667658.0	True	False	1	['C06206', 'C00001']	['InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)', 'InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)']
3302.0	11721.0	3.6.1.7	191.0	Pyrococcus horikoshii	15779887.0	-	27169		False		191.0	['P84142']	667658.0	True	False	1	['C06206', 'C00001']	['InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)', 'InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)']
3303.0	11724.0	3.6.1.7	290.0	Pyrococcus horikoshii	15779887.0	-	27169		False		290.0	['P84142']	667658.0	True	False	1	['C06206', 'C00001']	['InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)', 'InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)']
3304.0	3244.0	1.20.1.1	3.2	Pseudomonas stutzeri	15779903.0	-	6651		False		3.2	['O69054']	658120.0	True	True	1	['C06701', 'C00001', 'C00003']	['InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)', 'C00004']
3305.0	14246.0	6.1.1.23	0.51	Deinococcus radiodurans	15781458.0	-	31537		False		0.51	['Q9RVH4']	659475.0	True	True	1	['InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1', 'InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1', 'InChI=1S/C18H14O8/c19-2-1-7(6-20)13-12(23)5-10-15(17(13)25)18(26)14-9(16(10)24)3-8(21)4-11(14)22/h3-7,19,21-23,25H,1-2H2']	['InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1', 'C00013', 'InChI=1S/C22H14O9/c23-16-4-1-10(7-13(16)20(26)27)19(11-2-5-17(24)14(8-11)21(28)29)12-3-6-18(25)15(9-12)22(30)31/h1-9,23-24H,(H,26,27)(H,28,29)(H,30,31)']
3306.0	14248.0	6.1.1.23	0.15	Deinococcus radiodurans	15781458.0	-	31538		False		0.15	['Q9RVH4']	659475.0	True	True	1	['InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1', 'InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1', 'InChI=1S/C18H14O8/c19-2-1-7(6-20)13-12(23)5-10-15(17(13)25)18(26)14-9(16(10)24)3-8(21)4-11(14)22/h3-7,19,21-23,25H,1-2H2']	['InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1', 'C00013', 'InChI=1S/C22H14O9/c23-16-4-1-10(7-13(16)20(26)27)19(11-2-5-17(24)14(8-11)21(28)29)12-3-6-18(25)15(9-12)22(30)31/h1-9,23-24H,(H,26,27)(H,28,29)(H,30,31)']
3314.0	6067.0	2.5.1.31	2.5	Escherichia coli	15788389.0	-	12619		False		2.5	['P60472']	659476.0	True	False	1	['C00448', 'C00129']	['C00013', 'C04574']
3315.0	6057.0	2.5.1.31	1.98	Escherichia coli	15788389.0	-	12619		False		1.98	['P60472']	659476.0	True	False	1	['C00448', 'C00129']	['C00013', 'C04574']
3316.0	6054.0	2.5.1.31	1.23	Escherichia coli	15788389.0	-	12619		False		1.23	['P60472']	659476.0	True	False	1	['C00448', 'C00129']	['C00013', 'C04574']
3317.0	6056.0	2.5.1.31	1.92	Escherichia coli	15788389.0	-	12619		False		1.92	['P60472']	659476.0	True	False	1	['C00448', 'C00129']	['C00013', 'C04574']
3319.0	11729.0	3.6.1.71	8e-05	Homo sapiens	15790557.0	-	27184		False		8e-05	['Q7Z2E3']	740677.0	True	False	1	['C06197', 'C00001']	['InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1', 'C00008']
3320.0	8880.0	3.1.8.1	2280.0	Brevundimonas diminuta	15790580.0	-	17715		False		2280.0	['P0A434']	666808.0	True	False	1	['InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1', 'C00001']	['C00870', 'InChI=1S/C4H11O4P/c1-3-7-9(5,6)8-4-2/h3-4H2,1-2H3,(H,5,6)/p-1']
3324.0	6890.0	2.7.1.33	2.09	Helicobacter pylori	15795230.0	-	13880		False		2.09	['p37564']	662369.0	True	False	1	['InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1', 'InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1']	['C00008', 'C03492']
3326.0	6880.0	2.7.1.33	2.12	Bacillus subtilis	15795230.0	-	13880		False		2.12	['P37564']	662369.0	True	True	1	['InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1', 'InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1']	['C00008', 'C03492']
3329.0	13636.0	5.1.1.1	63.3	Streptomyces lavendulae	15796715.0	63.3333	30128		False		63.3333	['A0A5C8GWG9']	661002.0	True	True	1	['C00133']	['InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1']
3332.0	13646.0	5.1.1.1	27.6	Escherichia coli	15796715.0	27.6667	30130		False		27.6667	['P0A6B4']	661002.0	True	True	1	['InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1']	['C00133']
3333.0	6299.0	2.6.1.1	0.35	Escherichia coli	15801779.0	0.3516667	12999		False		0.3516667	['P00509']	658335.0	True	True	1	['C00047', 'C20327']	['C17235', 'C03239']
3334.0	6315.0	2.6.1.1	0.305	Escherichia coli	15801779.0	-	12999		False		0.305	['P00509']	658335.0	True	True	1	['C00047', 'C20327']	['C17235', 'C03239']
3335.0	1336.0	1.1.1.9	2644.0	Blastobotrys adeninivorans	15803389.0	-	2179		False		2644.0	['Q6KAV2']	667227.0	True	False	1	['C00379', 'C00003']	['C00310', 'C00004', 'C00080']
3337.0	12932.0	4.2.1.20	0.16	Salmonella enterica subsp. enterica serovar Typhimurium	15811341.0	-	28871		False		0.16	['A0A5W0KKP7, A0A5Z6QKE3 ']	664952.0	True	True	1	['InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1', 'C00463']	['InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1', 'C00001']
3338.0	12928.0	4.2.1.20	10.1	Salmonella enterica subsp. enterica serovar Typhimurium	15811341.0	-	28871		False		10.1	['A0A5W0KKP7, A0A5Z6QKE3 ']	664952.0	True	True	1	['InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1', 'C00463']	['InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1', 'C00001']
3339.0	12919.0	4.2.1.20	3.3	Salmonella enterica subsp. enterica serovar Typhimurium	15811341.0	-	28871		False		3.3	['A0A5W0KKP7, A0A5Z6QKE3 ']	664952.0	True	True	1	['InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1', 'C00463']	['InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1', 'C00001']
3341.0	12958.0	4.2.1.20	8.2	Salmonella enterica subsp. enterica serovar Typhimurium	15811341.0	-	28871		False		8.2	['A0A5W0KKP7, A0A5Z6QKE3 ']	664952.0	True	True	1	['InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1', 'C00463']	['InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1', 'C00001']
3343.0	1048.0	1.1.1.41	57.5	Colwellia maris	15817777.0	-	1667		False		57.5	['P41561']	670158.0	True	True	1	['C00311', 'C00006']	['C00026', 'InChI=1S/CO2/c2-1-3', 'C00005']
3344.0	1049.0	1.1.1.41	73.0	Azotobacter vinelandii	15817777.0	-	1667		False		73.0	['P16100']	670158.0	True	True	1	['C00311', 'C00006']	['C00026', 'InChI=1S/CO2/c2-1-3', 'C00005']
3345.0	1055.0	1.1.1.41	61.3	Colwellia maris	15817777.0	-	1667		False		61.3	['P41561']	670158.0	True	True	1	['C00311', 'C00006']	['C00026', 'InChI=1S/CO2/c2-1-3', 'C00005']
3346.0	1056.0	1.1.1.41	92.6	Azotobacter vinelandii	15817777.0	-	1667		False		92.6	['P16100']	670158.0	True	True	1	['C00311', 'C00006']	['C00026', 'InChI=1S/CO2/c2-1-3', 'C00005']
3347.0	11703.0	3.6.1.65	6.3	Escherichia coli	15823026.0	-	27141		False		6.3	['P77788']	721599.0	True	True	1	['C00458', 'C00001']	['C00239', 'C00013']
3348.0	11700.0	3.6.1.65	0.89	Escherichia coli	15823026.0	-	27140		False		0.89	['P77788']	721599.0	True	True	1	['C19967', 'C00001']	['C19968', 'C00013']
3349.0	11698.0	3.6.1.65	0.17	Escherichia coli	15823026.0	-	27138		False		0.17	['P77788']	721599.0	True	True	1	['C19969', 'C00001']	['InChI=1S/C10H14N5O8P/c11-7-4-8(14-10(18)13-7)15(2-12-4)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H2,19,20,21)(H3,11,13,14,18)/t3-,5-,6-,9-/m1/s1', 'C00013']
3350.0	4955.0	2.3.1.253	0.17	Pseudomonas fluorescens	15826166.0	0.16667	10002		False		0.16667	['Q4K418']	740568.0	True	True	1	['InChI=1S/C24H38N7O19P3S/c1-24(2,19(37)22(38)27-4-3-13(32)26-5-6-54-15(35)7-14(33)34)9-47-53(44,45)50-52(42,43)46-8-12-18(49-51(39,40)41)17(36)23(48-12)31-11-30-16-20(25)28-10-29-21(16)31/h10-12,17-19,23,36-37H,3-9H2,1-2H3,(H,26,32)(H,27,38)(H,33,34)(H,42,43)(H,44,45)(H2,25,28,29)(H2,39,40,41)/t12-,17-,18-,19+,23-/m1/s1']	['C02183', 'InChI=1S/CO2/c2-1-3', 'C00010']
3351.0	12383.0	4.1.1.74	11.6	Enterobacter cloacae	15835904.0	-	27994		False		11.6	['P23234']	664109.0	True	True	1	['C02137']	['InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H', 'InChI=1S/CO2/c2-1-3']
3352.0	12384.0	4.1.1.74	0.88	Enterobacter cloacae	15835904.0	-	27995		False		0.88	['P23234']	664109.0	True	True	1	['C00022']	['C00084', 'InChI=1S/CO2/c2-1-3']
3353.0	7752.0	3.1.1.2	571.0	Homo sapiens	15835926.0	-	15481		False		571.0	['P27169']	664111.0	True	False	1	['InChI=1S/C8H7FO2/c1-6(10)11-8-4-2-3-7(9)5-8/h2-5H,1H3', 'C00001']	['InChI=1S/C15H16N2O3/c16-13(7-8-14(18)19)15(20)17-12-6-5-10-3-1-2-4-11(10)9-12/h1-6,9,13H,7-8,16H2,(H,17,20)(H,18,19)/t13-/m0/s1', 'C00033']
3354.0	7796.0	3.1.1.25	48.0	Homo sapiens	15835926.0	-	15555		False		48.0	['P27169']	664111.0	True	False	1	['InChI=1S/C9H16O2/c1-2-3-5-8-6-4-7-9(10)11-8/h8H,2-7H2,1H3', 'C00001']	['InChI=1S/C9H18O3/c1-2-3-5-8(10)6-4-7-9(11)12/h8,10H,2-7H2,1H3,(H,11,12)']
3355.0	7754.0	3.1.1.2	13.0	Homo sapiens	15835926.0	-	15483		False		13.0	['P27169']	664111.0	True	False	1	['InChI=1S/C10H10O3/c1-7(11)9-3-5-10(6-4-9)13-8(2)12/h3-6H,1-2H3', 'C00001']	['C00527', 'C00033']
3356.0	7755.0	3.1.1.2	26.0	Homo sapiens	15835926.0	-	15484		False		26.0	['P27169']	664111.0	True	False	1	['InChI=1S/C9H8O3/c1-7(11)12-9-4-2-8(6-10)3-5-9/h2-6H,1H3', 'C00001']	['C00633', 'C00033']
3357.0	7775.0	3.1.1.2	698.0	Homo sapiens	15835926.0	-	15496		False		698.0	['P27169']	664111.0	True	False	1	['InChI=1S/C8H8O2/c1-7(9)10-8-5-3-2-4-6-8/h2-6H,1H3', 'C00001']	['InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H', 'C00033']
3358.0	7747.0	3.1.1.2	431.0	Homo sapiens	15835926.0	-	15478		False		431.0	['P27169']	664111.0	True	False	1	['InChI=1S/C8H7FO2/c1-6(10)11-8-5-3-2-4-7(8)9/h2-5H,1H3', 'C00001']	['InChI=1S/C15H14Cl2N2O3/c1-5-6-21-12-8-11(9(16)7-10(12)17)19-14(20)22-13(18-19)15(2,3)4/h1,7-8H,6H2,2-4H3', 'C00033']
3359.0	7804.0	3.1.1.25	210.0	Homo sapiens	15835926.0	-	15556		False		210.0	['P27169']	664111.0	True	False	1	['C02240', 'C00001']	['C02804']
3360.0	7746.0	3.1.1.2	0.5	Homo sapiens	15835926.0	-	15477		False		0.5	['P27169']	664111.0	True	False	1	['InChI=1S/C4H7FO2/c1-4(6)7-3-2-5/h2-3H2,1H3', 'C00001']	['C18045', 'C00033']
3361.0	7745.0	3.1.1.2	145.0	Homo sapiens	15835926.0	-	15476		False		145.0	['P27169']	664111.0	True	False	1	['InChI=1S/C8H6F2O2/c1-5(11)12-8-6(9)3-2-4-7(8)10/h2-4H,1H3', 'C00001']	['InChI=1S/C6H4F2O/c7-4-2-1-3-5(8)6(4)9/h1-3,9H', 'C00033']
3362.0	7808.0	3.1.1.25	152.0	Homo sapiens	15835926.0	-	15557		False		152.0	['P27169']	664111.0	True	False	1	['C02274', 'C00001']	['C01198']
3363.0	7779.0	3.1.1.2	0.4	Homo sapiens	15835926.0	-	15497		False		0.4	['P27169']	664111.0	True	False	1	['InChI=1S/C5H10O2/c1-3-4-7-5(2)6/h3-4H2,1-2H3', 'C00001']	['C05979', 'C00033']
3364.0	7820.0	3.1.1.25	111.0	Homo sapiens	15835926.0	-	15559		False		111.0	['P27169']	664111.0	True	False	1	['C01770', 'C00001']	['InChI=1S/C4H8O3/c5-3-1-2-4(6)7/h5H,1-3H2,(H,6,7)']
3365.0	7822.0	3.1.1.25	26.4	Homo sapiens	15835926.0	-	15561		False		26.4	['P27169']	664111.0	True	False	1	['InChI=1S/C12H22O2/c1-2-3-4-5-6-7-8-11-9-10-12(13)14-11/h11H,2-10H2,1H3', 'C00001']	['InChI=1S/C12H24O3/c1-2-3-4-5-6-7-8-11(13)9-10-12(14)15/h11,13H,2-10H2,1H3,(H,14,15)']
3366.0	7744.0	3.1.1.2	334.0	Homo sapiens	15835926.0	-	15475		False		334.0	['P27169']	664111.0	True	False	1	['InChI=1S/C8H6F2O2/c1-5(11)12-8-3-2-6(9)4-7(8)10/h2-4H,1H3', 'C00001']	['InChI=1S/C6H4F2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H', 'C00033']
3368.0	7831.0	3.1.1.25	62.0	Homo sapiens	15835926.0	-	15564		False		62.0	['P27169']	664111.0	True	False	1	['InChI=1S/C11H20O2/c1-2-3-4-5-6-7-10-8-9-11(12)13-10/h10H,2-9H2,1H3', 'C00001']	['InChI=1S/C11H22O3/c1-2-3-4-5-6-7-10(12)8-9-11(13)14/h10,12H,2-9H2,1H3,(H,13,14)']
3369.0	7743.0	3.1.1.2	403.0	Homo sapiens	15835926.0	-	15474		False		403.0	['P27169']	664111.0	True	False	1	['InChI=1S/C8H6F2O2/c1-5(11)12-7-4-2-3-6(9)8(7)10/h2-4H,1H3', 'C00001']	['InChI=1S/C6H4F2O/c7-4-2-1-3-5(9)6(4)8/h1-3,9H', 'C00033']
3370.0	7742.0	3.1.1.2	0.82	Homo sapiens	15835926.0	-	15473		False		0.82	['P27169']	664111.0	True	False	1	['InChI=1S/C4H6F2O2/c1-3(7)8-2-4(5)6/h4H,2H2,1H3', 'C00001']	['InChI=1S/C2H4F2O/c3-2(4)1-5/h2,5H,1H2', 'C00033']
3371.0	7756.0	3.1.1.2	117.0	Homo sapiens	15835926.0	-	15485		False		117.0	['P27169']	664111.0	True	False	1	['InChI=1S/C8H7ClO2/c1-6(10)11-8-4-2-7(9)3-5-8/h2-5H,1H3', 'C00001']	['C02124', 'C00033']
3372.0	7750.0	3.1.1.2	51.0	Homo sapiens	15835926.0	-	15479		False		51.0	['P27169']	664111.0	True	False	1	['InChI=1S/C10H12O2/c1-7-4-5-10(6-8(7)2)12-9(3)11/h4-6H,1-3H3', 'C00001']	['C01102', 'C00033']
3373.0	7741.0	3.1.1.2	4.0	Homo sapiens	15835926.0	-	15472		False		4.0	['P27169']	664111.0	True	False	1	['InChI=1S/C4H5F3O2/c1-3(8)9-2-4(5,6)7/h2H2,1H3', 'C00001']	['InChI=1S/C2H3F3O/c3-2(4,5)1-6/h6H,1H2', 'C00033']
3374.0	7846.0	3.1.1.25	11.9	Homo sapiens	15835926.0	-	15565		False		11.9	['P27169']	664111.0	True	False	1	['C01012', 'C00001']	['InChI=1S/C6H12O4/c1-6(2,3-7)4(8)5(9)10/h4,7-8H,3H2,1-2H3,(H,9,10)']
3375.0	7751.0	3.1.1.2	125.0	Homo sapiens	15835926.0	-	15480		False		125.0	['P27169']	664111.0	True	False	1	['InChI=1S/C9H7NO2/c1-7(11)12-9-4-2-3-8(5-9)6-10/h2-5H,1H3', 'C00001']	['InChI=1S/C7H5NO/c8-5-6-2-1-3-7(9)4-6/h1-4,9H', 'C00033']
3377.0	8826.0	3.1.8.1	4.8	Homo sapiens	15835926.0	-	17630		False		4.8	['P27169']	664111.0	True	False	1	['InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1', 'C00001']	['C00870', 'InChI=1S/C4H11O4P/c1-3-7-9(5,6)8-4-2/h3-4H2,1-2H3,(H,5,6)/p-1']
3380.0	8822.0	3.1.8.1	0.44	Homo sapiens	15835926.0	-	17627		False		0.44	['P27169']	664111.0	True	False	1	['InChI=1S/C12H17O5P/c1-4-15-18(14,16-5-2)17-12-8-6-11(7-9-12)10(3)13/h6-9H,4-5H2,1-3H3', 'C00001']	['C00527', 'InChI=1S/C4H11O4P/c1-3-7-9(5,6)8-4-2/h3-4H2,1-2H3,(H,5,6)/p-1']
3382.0	7767.0	3.1.1.2	0.242	Homo sapiens	15835926.0	-	15493		False		0.242	['P27169']	664111.0	True	False	1	['C00849', 'C00001']	['InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3', 'C00033']
3383.0	7766.0	3.1.1.2	0.27	Homo sapiens	15835926.0	-	15492		False		0.27	['P27169']	664111.0	True	False	1	['C12304', 'C00001']	['InChI=1S/C8H4ClNO2/c9-4-1-2-5-6(3-4)8(12)10-7(5)11/h1-3H,(H,10,11,12)', 'C00033']
3384.0	8820.0	3.1.8.1	0.4	Homo sapiens	15835926.0	-	17626		False		0.4	['P27169']	664111.0	True	False	1	['InChI=1S/C11H14NO4P/c1-3-14-17(13,15-4-2)16-11-7-5-10(9-12)6-8-11/h5-8H,3-4H2,1-2H3', 'C00001']	['InChI=1S/C18H14O8/c19-2-1-7(6-20)13-12(23)5-10-15(17(13)25)18(26)14-9(16(10)24)3-8(21)4-11(14)22/h3-7,19,21-23,25H,1-2H2', 'InChI=1S/C4H11O4P/c1-3-7-9(5,6)8-4-2/h3-4H2,1-2H3,(H,5,6)/p-1']
